Geneid,PC3_Hypoxia_S2,LNCAP_Hypoxia_S1,PC3_Normoxia_S2,PC3_Hypoxia_S1,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,LNCAP_Hypoxia_S2,featurecounts.txt,PC3_Normoxia_S1
ENSG00000303060,0,0,0,0,0,0,1,0,0
ENSG00000289887,0,6,0,0,7,3,0,6,0
ENSG00000289901,3111,7,630,8217,23,30,10,7,282
ENSG00000303070,0,0,0,0,0,0,0,0,0
ENSG00000303076,0,5,0,0,11,8,8,5,0
ENSG00000273723,0,19,10,12,15,18,13,19,3
ENSG00000303125,0,0,0,0,0,0,0,0,0
ENSG00000229557,0,0,0,0,0,0,0,0,0
ENSG00000303149,0,0,0,0,0,0,0,0,0
ENSG00000303156,0,0,0,0,0,0,0,0,0
ENSG00000224853,0,0,1,0,0,0,0,0,0
ENSG00000303208,0,1,0,0,1,2,0,1,1
ENSG00000303224,0,0,0,0,0,0,0,0,0
ENSG00000289010,2,2,8,11,3,2,12,2,3
ENSG00000303231,0,0,0,0,1,0,0,0,0
ENSG00000228295,0,0,0,0,0,0,0,0,0
ENSG00000303246,0,0,0,0,0,0,0,0,0
ENSG00000303247,0,0,1,1,0,0,0,0,0
ENSG00000303248,0,0,0,0,0,0,0,0,0
ENSG00000303261,0,0,0,0,0,0,0,0,0
ENSG00000303270,0,0,0,0,0,0,0,0,0
ENSG00000290660,0,8,0,0,23,48,8,8,0
ENSG00000303331,0,0,1,1,0,0,0,0,0
ENSG00000303355,0,0,0,0,0,0,0,0,0
ENSG00000303388,0,0,3,0,0,0,0,0,1
ENSG00000303562,0,0,0,0,0,0,0,0,0
ENSG00000303575,0,0,0,0,0,0,0,0,0
ENSG00000303577,0,0,2,1,0,0,0,0,0
ENSG00000303666,0,0,0,0,0,1,0,0,0
ENSG00000233456,0,0,0,0,0,0,0,0,0
ENSG00000260910,0,37,0,0,24,30,36,37,0
ENSG00000303705,0,0,0,0,5,4,0,0,0
ENSG00000303811,0,0,0,0,0,0,0,0,0
ENSG00000303813,0,0,0,0,0,0,0,0,0
ENSG00000303827,0,0,0,0,0,0,0,0,0
ENSG00000303843,0,0,1,0,0,0,0,0,0
ENSG00000238189,0,0,0,0,0,1,0,0,0
ENSG00000303952,48,0,68,141,0,0,0,0,25
ENSG00000223617,145,2,268,666,0,0,5,2,75
ENSG00000178734,1,1,3,6,1,2,1,1,1
ENSG00000304052,0,0,0,0,0,0,0,0,0
ENSG00000304062,0,0,0,0,1,0,0,0,0
ENSG00000304064,0,0,0,0,2,2,1,0,0
ENSG00000237879,3,0,8,4,9,3,7,0,4
ENSG00000304076,0,0,0,0,0,0,0,0,0
ENSG00000304100,0,0,0,0,0,0,0,0,0
ENSG00000224743,0,0,2,1,0,0,0,0,0
ENSG00000304148,0,0,0,0,0,0,0,0,0
ENSG00000286286,0,0,0,1,0,0,0,0,0
ENSG00000304203,0,0,2,0,0,1,0,0,1
ENSG00000304214,0,0,0,0,0,0,0,0,0
ENSG00000304222,0,0,0,0,0,0,0,0,0
ENSG00000238185,0,0,0,0,0,0,0,0,0
ENSG00000230403,0,0,0,0,0,0,0,0,0
ENSG00000288552,0,0,1,0,0,0,0,0,0
ENSG00000304277,0,0,1,0,0,0,0,0,0
ENSG00000304284,0,0,0,0,0,0,0,0,0
ENSG00000304344,3,0,2,1,1,0,0,0,0
ENSG00000304418,0,0,0,0,0,0,0,0,0
ENSG00000304432,0,0,0,0,0,0,0,0,0
ENSG00000287575,1,4,2,0,3,1,0,4,0
ENSG00000225105,0,0,1,1,0,0,0,0,0
ENSG00000238169,0,1,0,0,0,0,0,1,0
ENSG00000278390,5,33,20,7,73,47,34,33,5
ENSG00000234056,0,0,0,0,0,0,0,0,0
ENSG00000304499,0,0,0,0,0,0,0,0,0
ENSG00000285534,0,1,0,0,1,0,0,1,0
ENSG00000304584,0,0,0,0,0,0,0,0,0
ENSG00000304645,0,1,1,0,7,10,7,1,0
ENSG00000304656,0,0,0,1,0,1,3,0,0
ENSG00000304670,0,5,0,0,0,9,5,5,0
ENSG00000304676,0,1,0,0,0,0,0,1,0
ENSG00000304677,0,0,0,0,0,0,0,0,0
ENSG00000304678,0,0,1,0,0,1,0,0,0
ENSG00000289827,3,8,2,9,7,11,9,8,1
ENSG00000304691,0,0,0,0,0,0,0,0,0
ENSG00000304700,0,0,0,1,0,0,0,0,0
ENSG00000304701,0,0,0,0,0,0,0,0,0
ENSG00000304703,0,0,0,0,0,0,0,0,1
ENSG00000304712,0,0,0,0,0,0,0,0,0
ENSG00000304722,7,2,11,15,4,2,11,2,8
ENSG00000304746,1,1,1,2,0,0,0,1,2
ENSG00000304917,0,0,0,0,0,0,0,0,0
ENSG00000304923,0,0,0,0,0,0,0,0,0
ENSG00000304924,0,0,0,0,1,0,1,0,0
ENSG00000304929,0,0,0,0,0,0,0,0,0
ENSG00000290438,0,0,0,0,0,0,0,0,0
ENSG00000304938,0,1,0,0,0,0,0,1,0
ENSG00000304940,0,0,0,0,0,0,0,0,0
ENSG00000304941,0,4,0,1,5,5,5,4,1
ENSG00000304956,0,0,0,0,0,0,0,0,0
ENSG00000304981,0,0,0,0,0,0,0,0,0
ENSG00000304987,0,0,0,0,0,0,0,0,0
ENSG00000304988,0,0,0,0,0,0,0,0,0
ENSG00000305002,0,0,0,0,0,0,0,0,0
ENSG00000305062,0,0,0,0,0,0,0,0,0
ENSG00000305075,0,0,0,0,0,0,0,0,0
ENSG00000226968,0,0,2,1,1,0,1,0,1
ENSG00000289904,1,18,15,9,26,25,18,18,11
ENSG00000305188,0,0,0,0,0,0,0,0,0
ENSG00000305203,0,0,0,0,0,0,0,0,0
ENSG00000224933,0,0,0,1,0,0,0,0,0
ENSG00000305280,0,1,0,0,2,5,2,1,0
ENSG00000237092,0,0,0,0,0,0,0,0,0
ENSG00000275830,2,2,3,3,1,0,0,2,0
ENSG00000305297,0,0,0,0,0,0,0,0,0
ENSG00000305302,0,0,0,0,0,0,0,0,0
ENSG00000305305,0,0,1,3,0,0,3,0,0
ENSG00000305311,0,0,0,0,0,0,0,0,0
ENSG00000305329,0,0,0,0,0,0,0,0,0
ENSG00000305345,0,0,0,0,0,0,0,0,0
ENSG00000233610,0,0,0,0,0,0,0,0,1
ENSG00000305365,0,0,0,0,0,0,0,0,0
ENSG00000232885,0,0,0,0,0,0,0,0,0
ENSG00000305421,0,0,0,0,0,0,0,0,0
ENSG00000261485,21,261,68,51,206,246,279,261,29
ENSG00000305468,0,26,0,0,9,10,29,26,0
ENSG00000305545,0,0,0,0,0,0,0,0,0
ENSG00000305618,0,0,0,1,6,4,1,0,0
ENSG00000305628,0,0,0,0,0,0,0,0,0
ENSG00000305655,0,0,0,0,0,0,0,0,0
ENSG00000305665,1,1,0,0,0,0,1,1,0
ENSG00000290437,0,0,0,0,1,1,0,0,0
ENSG00000287861,0,27,0,0,66,99,45,27,0
ENSG00000305909,0,0,0,2,0,0,0,0,0
ENSG00000305912,0,1,0,0,0,0,0,1,0
ENSG00000305931,0,0,2,2,0,0,0,0,0
ENSG00000305968,0,0,0,0,0,0,0,0,0
ENSG00000305993,0,0,0,0,0,0,0,0,0
ENSG00000306017,0,0,0,0,0,0,0,0,0
ENSG00000306024,0,0,0,0,0,0,0,0,0
ENSG00000286416,10,79,32,34,111,131,84,79,9
ENSG00000306040,0,0,0,0,0,0,0,0,0
ENSG00000306102,0,0,0,0,0,0,0,0,0
ENSG00000287530,1,13,2,3,24,31,14,13,1
ENSG00000288015,0,0,0,0,0,0,0,0,0
ENSG00000274922,0,24,8,0,50,73,29,24,1
ENSG00000306204,0,0,0,0,0,0,0,0,0
ENSG00000306232,0,7,2,0,9,9,8,7,1
ENSG00000306247,0,2,0,0,4,6,2,2,0
ENSG00000306305,0,0,0,0,0,0,0,0,0
ENSG00000306322,0,0,2,1,0,0,0,0,0
ENSG00000306332,0,0,0,1,0,0,0,0,0
ENSG00000306347,0,0,0,0,0,0,0,0,0
ENSG00000306348,0,0,0,0,0,0,0,0,0
ENSG00000306361,0,0,0,0,0,0,0,0,0
ENSG00000288038,0,0,0,0,0,0,0,0,0
ENSG00000226903,0,0,0,0,0,0,0,0,0
ENSG00000306398,0,0,0,0,0,0,0,0,0
ENSG00000306415,0,0,1,0,0,0,0,0,0
ENSG00000306446,0,0,0,0,0,0,0,0,0
ENSG00000230710,0,0,0,0,1,0,0,0,0
ENSG00000306478,0,0,0,0,0,0,0,0,0
ENSG00000306480,10,0,37,33,0,0,0,0,10
ENSG00000306489,0,1,0,0,0,5,1,1,0
ENSG00000306493,0,0,0,0,7,9,3,0,0
ENSG00000234303,0,0,0,0,0,0,0,0,0
ENSG00000260102,0,0,0,0,0,0,0,0,0
ENSG00000285840,0,0,3,3,0,0,0,0,0
ENSG00000306530,0,4,0,0,2,4,0,4,0
ENSG00000306546,0,0,0,0,0,0,0,0,0
ENSG00000306568,0,0,0,0,0,0,0,0,0
ENSG00000306573,5,1,16,6,4,2,7,1,6
ENSG00000306703,0,5,0,1,6,10,3,5,0
ENSG00000271395,0,0,0,0,0,0,0,0,0
ENSG00000306766,0,0,0,0,0,0,0,0,0
ENSG00000233124,3,0,3,8,1,0,0,0,1
ENSG00000306783,0,0,0,0,3,0,2,0,0
ENSG00000306786,4,1,4,27,0,0,0,1,2
ENSG00000306806,1,0,2,1,0,0,0,0,0
ENSG00000306819,0,0,2,3,0,0,0,0,1
ENSG00000306826,0,0,0,0,0,0,0,0,0
ENSG00000306839,2,4,6,4,3,3,3,4,6
ENSG00000306860,0,0,0,0,0,0,0,0,0
ENSG00000306878,4,6,5,7,8,18,4,6,1
ENSG00000229011,0,0,0,0,0,0,0,0,0
ENSG00000170919,51,220,158,153,289,396,226,220,64
ENSG00000223732,0,5,12,2,10,5,3,5,6
ENSG00000306970,0,0,0,0,0,0,0,0,0
ENSG00000273149,0,0,0,0,0,0,0,0,0
ENSG00000307003,0,0,1,0,0,0,0,0,0
ENSG00000307020,0,2,0,3,8,4,0,2,2
ENSG00000307112,0,0,0,0,1,0,0,0,0
ENSG00000307129,0,1,0,0,0,0,0,1,0
ENSG00000307147,0,0,0,0,0,0,0,0,0
ENSG00000307152,0,0,2,1,2,0,0,0,0
ENSG00000307205,0,0,0,0,1,0,0,0,0
ENSG00000285902,0,0,0,0,0,0,0,0,0
ENSG00000307285,0,3,0,0,2,5,7,3,0
ENSG00000232225,0,0,0,0,0,0,0,0,0
ENSG00000307345,1,0,0,1,0,0,0,0,0
ENSG00000307392,0,0,0,0,0,0,0,0,0
ENSG00000289381,0,0,0,0,0,0,0,0,0
ENSG00000307427,2,0,0,1,0,0,0,0,0
ENSG00000307434,0,0,0,0,0,0,0,0,0
ENSG00000230040,0,0,0,0,0,0,0,0,0
ENSG00000271216,0,0,0,0,2,3,2,0,0
ENSG00000307453,0,0,0,0,0,0,0,0,0
ENSG00000227528,0,0,2,1,0,0,0,0,4
ENSG00000307466,0,0,1,0,0,0,1,0,0
ENSG00000307494,0,0,0,0,0,0,0,0,0
ENSG00000307511,0,0,0,0,0,0,0,0,0
ENSG00000261097,0,1,1,0,2,3,4,1,0
ENSG00000307525,0,0,0,0,0,1,0,0,0
ENSG00000286385,0,0,0,0,0,0,0,0,0
ENSG00000307597,0,0,0,0,0,0,0,0,0
ENSG00000307605,2,6,1,0,4,6,5,6,0
ENSG00000288016,0,0,0,0,0,0,0,0,0
ENSG00000236834,0,0,0,0,0,0,0,0,0
ENSG00000307651,7,13,9,15,22,10,10,13,7
ENSG00000307674,0,4,7,7,6,12,6,4,1
ENSG00000230390,0,0,0,0,0,0,0,0,0
ENSG00000307690,0,0,0,4,0,0,0,0,0
ENSG00000307730,0,0,0,0,0,0,0,0,0
ENSG00000307740,0,0,0,0,0,0,0,0,0
ENSG00000307742,0,0,0,1,0,0,0,0,0
ENSG00000307743,0,0,0,0,0,0,0,0,0
ENSG00000307764,0,1,0,0,1,0,1,1,0
ENSG00000229546,1,7,0,0,9,8,6,7,0
ENSG00000307817,0,0,0,1,0,0,0,0,0
ENSG00000307835,0,0,0,0,0,0,0,0,0
ENSG00000307853,0,0,0,0,0,0,0,0,0
ENSG00000225427,0,0,0,0,0,0,0,0,0
ENSG00000307946,0,0,0,0,0,0,0,0,0
ENSG00000307967,1,3,0,1,1,6,4,3,0
ENSG00000308005,1,1,0,0,0,1,0,1,0
ENSG00000308018,0,0,0,0,0,0,0,0,0
ENSG00000308044,0,0,0,0,0,0,0,0,0
ENSG00000238230,1,0,8,6,0,0,0,0,1
ENSG00000308104,0,0,0,0,0,0,0,0,0
ENSG00000308108,0,0,0,0,0,0,0,0,0
ENSG00000287887,5,0,16,8,1,1,0,0,13
ENSG00000308138,0,0,0,0,0,0,0,0,0
ENSG00000226620,0,1,0,0,3,4,4,1,0
ENSG00000308156,0,0,0,0,0,0,0,0,0
ENSG00000289454,0,0,0,0,0,0,0,0,0
ENSG00000308211,0,0,0,0,0,0,0,0,0
ENSG00000289217,0,0,0,0,0,0,0,0,0
ENSG00000308258,0,0,0,0,0,0,0,0,0
ENSG00000308260,0,0,0,0,0,0,0,0,0
ENSG00000290490,0,0,0,0,1,2,0,0,0
ENSG00000308359,0,0,2,1,0,0,0,0,1
ENSG00000308369,0,0,0,0,0,0,0,0,0
ENSG00000229609,2,3,5,2,1,1,2,3,2
ENSG00000260704,0,0,4,9,0,0,0,0,1
ENSG00000308380,0,0,0,0,1,2,4,0,1
ENSG00000308397,0,0,0,0,0,0,0,0,1
ENSG00000308439,0,0,1,0,0,0,0,0,0
ENSG00000290577,0,0,3,4,0,0,0,0,0
ENSG00000273507,0,1,2,4,7,2,2,1,0
ENSG00000229578,0,0,0,0,2,0,1,0,0
ENSG00000228824,2,5,8,7,5,3,5,5,4
ENSG00000285699,0,0,0,0,0,0,0,0,0
ENSG00000308612,0,0,0,0,0,0,0,0,0
ENSG00000234787,0,0,0,1,0,0,0,0,0
ENSG00000308682,1,13,2,2,25,28,9,13,1
ENSG00000308690,0,0,0,0,0,0,0,0,0
ENSG00000236036,0,0,0,0,0,0,0,0,0
ENSG00000227564,0,0,0,0,0,0,0,0,0
ENSG00000308820,0,2,2,5,0,0,1,2,0
ENSG00000308863,1,0,0,0,0,2,0,0,0
ENSG00000308884,0,1,0,0,0,1,0,1,0
ENSG00000308892,0,0,0,0,0,0,0,0,0
ENSG00000224511,0,3,1,0,20,49,3,3,0
ENSG00000308901,0,0,0,0,0,0,0,0,0
ENSG00000308911,0,0,0,0,0,0,0,0,0
ENSG00000308917,0,0,0,0,2,0,0,0,0
ENSG00000308920,0,1,0,0,0,0,0,1,0
ENSG00000308958,1,0,1,1,0,1,0,0,0
ENSG00000308976,0,0,0,0,0,0,0,0,0
ENSG00000309001,0,0,0,1,0,0,0,0,0
ENSG00000309005,0,0,1,0,0,0,0,0,0
ENSG00000309013,0,0,0,0,0,0,0,0,0
ENSG00000271901,0,1,0,0,0,0,0,1,0
ENSG00000274317,0,2,0,1,0,6,6,2,0
ENSG00000309044,0,6,0,0,2,3,2,6,0
ENSG00000309047,0,0,0,0,0,0,0,0,0
ENSG00000287477,0,0,1,0,0,0,0,0,0
ENSG00000309062,0,0,0,0,0,0,0,0,0
ENSG00000309105,0,0,0,0,0,0,0,0,0
ENSG00000309114,0,0,0,0,0,0,0,0,0
ENSG00000309124,0,0,0,0,0,0,0,0,0
ENSG00000309133,0,0,1,0,0,0,0,0,0
ENSG00000309171,0,0,0,0,0,0,0,0,0
ENSG00000309189,0,0,4,0,0,0,0,0,0
ENSG00000223685,1,42,6,8,48,55,33,42,2
ENSG00000309212,0,0,0,0,0,0,0,0,0
ENSG00000235903,7,18,12,14,23,26,23,18,6
ENSG00000261498,0,0,0,0,0,0,0,0,0
ENSG00000234772,35,43,82,90,59,50,25,43,28
ENSG00000309374,0,26,2,3,34,18,32,26,1
ENSG00000232162,3,1,8,6,2,4,2,1,3
ENSG00000309395,4,0,7,12,7,0,2,0,2
ENSG00000232132,0,0,0,0,0,1,0,0,0
ENSG00000309411,0,0,0,0,0,0,0,0,0
ENSG00000309412,3,1,8,8,6,2,0,1,5
ENSG00000227354,21,107,48,45,167,165,127,107,11
ENSG00000309440,0,0,0,0,0,0,0,0,0
ENSG00000227676,0,0,0,2,0,0,3,0,0
ENSG00000309452,0,2,2,1,5,1,1,2,0
ENSG00000309465,1,0,0,0,0,0,0,0,0
ENSG00000309469,2,2,1,0,2,1,1,2,0
ENSG00000225316,0,0,0,0,0,0,0,0,0
ENSG00000309518,0,0,0,0,0,0,0,0,0
ENSG00000309547,0,0,1,0,0,0,1,0,0
ENSG00000281778,0,0,0,0,2,1,0,0,0
ENSG00000309566,0,0,0,0,0,0,0,0,0
ENSG00000280580,0,0,0,2,0,0,0,0,0
ENSG00000309579,0,0,0,0,0,0,0,0,0
ENSG00000309592,0,0,0,0,0,0,1,0,0
ENSG00000278698,0,0,0,0,0,0,0,0,0
ENSG00000288598,1,7,7,9,4,2,8,7,2
ENSG00000309623,0,0,0,0,0,0,0,0,0
ENSG00000309637,0,0,0,0,0,0,0,0,0
ENSG00000309684,0,2,2,2,0,0,1,2,0
ENSG00000274090,0,0,0,0,0,0,0,0,0
ENSG00000309697,0,0,0,0,0,0,0,0,0
ENSG00000229443,0,0,0,0,0,0,0,0,0
ENSG00000278305,0,0,0,0,0,0,0,0,0
ENSG00000286422,0,0,0,0,0,0,0,0,0
ENSG00000309794,0,0,0,0,0,0,0,0,0
ENSG00000309815,0,0,0,0,0,0,0,0,0
ENSG00000309832,0,0,0,0,0,0,0,0,1
ENSG00000224418,0,26,14,16,36,32,22,26,6
ENSG00000229111,1,1,1,0,2,2,2,1,1
ENSG00000309849,0,0,0,0,2,0,0,0,1
ENSG00000309859,0,0,4,3,0,0,0,0,0
ENSG00000309865,0,0,0,0,0,0,0,0,0
ENSG00000309877,0,0,0,0,0,0,1,0,0
ENSG00000309894,0,11,0,0,23,27,19,11,0
ENSG00000227848,1,19,2,4,29,52,23,19,1
ENSG00000309914,0,0,0,0,0,0,0,0,0
ENSG00000309963,1,0,0,0,0,0,0,0,0
ENSG00000309982,0,0,0,1,0,0,0,0,0
ENSG00000309999,0,0,0,0,0,0,0,0,0
ENSG00000261105,2,2,11,7,2,0,5,2,1
ENSG00000310040,1,0,0,0,0,0,0,0,0
ENSG00000310090,0,0,0,0,0,0,0,0,0
ENSG00000290964,0,0,0,0,2,1,1,0,1
ENSG00000310111,0,0,0,0,0,0,0,0,0
ENSG00000310123,2,10,0,2,42,54,18,10,0
ENSG00000310139,0,2,1,0,1,2,0,2,0
ENSG00000310244,0,0,0,0,0,0,0,0,0
ENSG00000176124,44,618,164,156,550,633,726,618,67
ENSG00000310266,2,0,8,3,0,0,0,0,3
ENSG00000286191,0,28,1,1,34,21,23,28,2
ENSG00000289894,0,0,0,0,0,0,0,0,0
ENSG00000289332,6,13,25,13,17,26,8,13,4
ENSG00000310293,0,0,0,0,0,0,0,0,0
ENSG00000205861,3,37,4,8,24,29,29,37,1
ENSG00000310321,1,0,1,0,0,0,0,0,2
ENSG00000310334,0,0,0,0,0,0,0,0,0
ENSG00000310363,0,0,0,0,0,0,0,0,0
ENSG00000310371,0,0,0,0,0,0,0,0,0
ENSG00000229558,4,7,11,13,7,10,22,7,5
ENSG00000286929,0,0,0,0,0,0,0,0,0
ENSG00000300500,0,0,0,0,0,0,0,0,0
ENSG00000299335,0,0,1,0,0,3,0,0,0
ENSG00000298653,0,0,0,0,0,0,0,0,0
ENSG00000298694,0,0,0,0,0,0,0,0,0
ENSG00000298614,0,2,3,5,0,0,0,2,2
ENSG00000298636,0,0,4,1,0,0,0,0,0
ENSG00000289852,6,0,17,13,0,0,1,0,4
ENSG00000309535,7,27,19,24,50,54,17,27,12
ENSG00000277831,0,0,0,0,0,0,0,0,0
ENSG00000237361,0,170,0,0,130,138,176,170,0
ENSG00000294712,3,16,13,4,4,3,17,16,3
ENSG00000281883,0,1,3,1,1,1,0,1,0
ENSG00000233725,2,6,66,13,0,1,1,6,22
ENSG00000226519,5,81,20,14,26,30,86,81,9
ENSG00000276319,0,0,0,0,0,0,0,0,0
ENSG00000230731,0,7,5,5,1,1,2,7,1
ENSG00000239827,0,0,0,0,0,0,0,0,0
ENSG00000120690,193,3158,447,571,2474,2391,3848,3158,149
ENSG00000229473,2,3,3,1,6,5,16,3,2
ENSG00000120688,111,1665,326,323,1699,1733,1829,1665,116
ENSG00000184226,18,80,157,109,20,15,69,80,38
ENSG00000306909,0,0,0,0,0,0,0,0,0
ENSG00000285588,0,0,0,0,3,2,0,0,0
ENSG00000214263,0,20,0,2,17,32,24,20,0
ENSG00000234527,0,0,0,0,0,0,0,0,0
ENSG00000238500,0,0,0,0,0,0,0,0,0
ENSG00000228842,0,0,0,0,0,0,0,0,0
ENSG00000225263,0,0,0,0,0,0,0,0,0
ENSG00000286757,0,10,4,0,33,23,8,10,2
ENSG00000215881,0,0,0,0,0,0,0,0,0
ENSG00000279393,0,0,0,0,0,0,0,0,0
ENSG00000290476,19,467,118,71,515,559,538,467,43
ENSG00000227258,12,100,21,42,39,41,95,100,9
ENSG00000234767,0,0,0,0,0,0,0,0,0
ENSG00000286395,0,0,0,0,0,0,0,0,1
ENSG00000279965,1,0,3,1,2,0,0,0,2
ENSG00000279754,0,0,0,0,1,0,0,0,0
ENSG00000280208,0,1,0,0,0,0,0,1,0
ENSG00000296204,0,1,0,0,0,0,0,1,0
ENSG00000279124,0,1,0,0,0,0,0,1,0
ENSG00000308406,0,0,0,0,0,0,0,0,0
ENSG00000234701,0,0,0,0,0,0,0,0,0
ENSG00000236354,0,0,1,2,0,0,2,0,0
ENSG00000271287,0,0,0,0,0,0,0,0,0
ENSG00000296309,0,0,0,0,0,2,0,0,0
ENSG00000235957,0,0,0,0,0,0,0,0,0
ENSG00000226683,0,0,0,0,0,0,0,0,0
ENSG00000298571,0,0,0,0,2,2,0,0,0
ENSG00000279924,1,5,0,0,8,3,3,5,0
ENSG00000299286,0,3,0,0,2,6,2,3,0
ENSG00000226537,0,0,0,0,0,0,0,0,0
ENSG00000302745,0,0,0,0,0,0,0,0,0
ENSG00000231665,0,0,0,0,0,0,0,0,0
ENSG00000288743,12,250,34,26,304,415,266,250,14
ENSG00000237952,0,0,0,0,0,0,0,0,0
ENSG00000300744,0,0,0,0,0,0,0,0,0
ENSG00000234685,0,0,0,0,0,0,0,0,0
ENSG00000262198,9,3,20,30,7,19,10,3,7
ENSG00000205240,0,0,0,0,0,0,0,0,0
ENSG00000234655,0,0,0,0,0,0,0,0,0
ENSG00000294583,0,0,0,0,0,0,0,0,0
ENSG00000226633,0,0,0,0,0,0,0,0,0
ENSG00000296095,0,0,12,1,0,0,0,0,3
ENSG00000273628,0,0,1,0,0,0,0,0,0
ENSG00000251299,0,0,0,0,0,0,0,0,0
ENSG00000299646,2,0,2,1,0,1,0,0,0
ENSG00000235076,0,0,0,0,0,0,0,0,0
ENSG00000291046,15,120,62,66,165,204,142,120,34
ENSG00000213232,0,0,0,0,0,0,0,0,0
ENSG00000296525,0,0,0,0,0,0,0,0,0
ENSG00000234005,0,0,0,0,0,0,0,0,0
ENSG00000228889,18,78,46,28,180,183,101,78,20
ENSG00000150276,0,0,0,0,0,0,0,0,0
ENSG00000305264,0,0,0,0,0,0,1,0,0
ENSG00000244155,0,0,0,0,0,0,0,0,0
ENSG00000294216,0,0,0,0,0,1,0,0,0
ENSG00000206192,0,0,0,0,0,0,0,0,0
ENSG00000295710,0,0,0,0,0,1,0,0,0
ENSG00000302204,0,0,0,0,0,0,0,0,0
ENSG00000309670,0,0,0,0,0,0,0,0,0
ENSG00000227879,0,6,3,4,10,1,2,6,0
ENSG00000298094,0,12,0,1,5,9,6,12,0
ENSG00000229303,0,0,0,0,0,0,0,0,0
ENSG00000251015,1,42,3,2,70,84,39,42,3
ENSG00000285228,0,0,0,0,0,0,0,0,0
ENSG00000305320,0,0,0,0,0,0,0,0,0
ENSG00000227590,0,0,0,0,0,0,0,0,0
ENSG00000272274,5,22,22,10,21,33,40,22,3
ENSG00000231894,0,1,0,0,0,0,0,1,0
ENSG00000304093,1,0,0,3,0,0,0,0,0
ENSG00000237636,0,0,0,0,0,0,0,0,0
ENSG00000293699,0,0,1,1,2,1,0,0,0
ENSG00000309792,4,9,12,9,8,6,3,9,2
ENSG00000289302,0,0,0,0,3,0,0,0,0
ENSG00000232117,0,0,2,1,0,0,0,0,2
ENSG00000232643,0,0,0,0,0,0,0,0,0
ENSG00000279499,0,0,0,0,0,1,0,0,0
ENSG00000102781,77,667,262,280,563,664,688,667,81
ENSG00000252928,0,0,0,0,0,0,0,0,0
ENSG00000215049,2,1,3,1,1,1,1,1,0
ENSG00000236463,0,0,3,2,1,5,1,0,0
ENSG00000238121,0,4,1,2,14,4,2,4,0
ENSG00000279149,1,0,2,0,0,0,1,0,1
ENSG00000285773,1,0,3,0,1,1,0,0,1
ENSG00000225039,4,9,4,11,8,15,4,9,4
ENSG00000236444,2,14,14,3,13,30,13,14,11
ENSG00000295692,1,0,2,8,0,0,1,0,3
ENSG00000231856,10,73,30,19,125,154,60,73,12
ENSG00000281106,0,0,0,0,0,3,0,0,0
ENSG00000300733,0,0,0,0,1,0,0,0,0
ENSG00000234445,0,0,0,0,0,0,0,0,0
ENSG00000272143,0,0,0,0,0,0,0,0,0
ENSG00000303307,0,0,0,0,0,0,0,0,0
ENSG00000276957,2,39,12,8,34,51,48,39,5
ENSG00000261057,1,0,0,0,0,0,2,0,0
ENSG00000294624,0,0,0,0,0,0,0,0,0
ENSG00000294645,0,0,0,0,0,0,0,0,0
ENSG00000286312,0,3,2,2,8,5,9,3,0
ENSG00000305730,3,6,5,4,3,2,3,6,2
ENSG00000250878,0,7,1,2,1,1,2,7,1
ENSG00000278445,0,0,0,0,0,0,0,0,0
ENSG00000215417,70,112,248,211,172,194,146,112,104
ENSG00000284536,0,0,0,0,0,0,0,0,0
ENSG00000283815,0,0,0,0,0,0,0,0,0
ENSG00000284204,0,0,0,0,0,0,0,0,0
ENSG00000283762,0,0,0,0,0,0,0,0,0
ENSG00000284375,0,0,0,0,0,0,0,0,0
ENSG00000283705,0,0,0,0,0,0,0,0,0
ENSG00000309371,0,0,0,0,1,0,0,0,0
ENSG00000273523,0,0,4,2,0,0,0,0,0
ENSG00000136098,32,177,110,65,176,214,145,177,40
ENSG00000300723,0,1,1,1,1,0,0,1,0
ENSG00000291010,11,71,33,20,61,69,65,71,5
ENSG00000217576,0,0,0,0,0,0,0,0,0
ENSG00000257356,0,0,0,0,0,0,0,0,0
ENSG00000211825,0,2,0,0,0,0,0,2,0
ENSG00000211821,0,0,0,0,0,0,0,0,0
ENSG00000249446,0,0,0,0,0,0,0,0,0
ENSG00000257171,0,0,0,0,0,0,0,0,0
ENSG00000223997,0,0,0,0,0,0,0,0,0
ENSG00000211836,0,0,0,0,0,0,0,0,0
ENSG00000211840,0,0,0,0,0,0,0,0,0
ENSG00000211828,0,0,0,0,0,0,0,0,0
ENSG00000228985,0,0,0,0,0,0,0,0,0
ENSG00000211841,0,0,0,0,0,0,0,0,0
ENSG00000211832,0,0,0,0,0,0,0,0,0
ENSG00000256221,0,0,0,0,0,0,0,0,0
ENSG00000211831,0,0,0,0,0,0,0,0,0
ENSG00000211829,2,0,1,0,0,0,0,0,0
ENSG00000211833,0,0,0,0,0,0,0,0,0
ENSG00000211826,0,0,0,0,0,0,0,0,0
ENSG00000211842,0,0,0,0,0,0,0,0,0
ENSG00000211827,0,0,0,0,0,0,0,0,0
ENSG00000211835,0,0,0,0,0,0,0,0,0
ENSG00000259086,8,18,20,24,21,27,21,18,5
ENSG00000151413,56,651,189,143,917,1179,748,651,66
ENSG00000258894,0,0,0,0,1,0,0,0,0
